Race,Candidate,Vote Type,Locality,Votes
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Monroe District 5,3
Governor (Vote For 1),- SETH KAPER-DALE,Election,Monroe District 6,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Monroe District 6,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Monroe District 7,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Monroe District 7,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Monroe District 8,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Monroe District 8,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Monroe District 9,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Monroe District 9,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Monroe District 10,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Monroe District 10,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Monroe District 11,3
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Monroe District 11,3
Governor (Vote For 1),- SETH KAPER-DALE,Election,Monroe District 12,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Monroe District 12,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Monroe District 13,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Monroe District 13,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Monroe District 14,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Monroe District 14,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Monroe District 15,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Monroe District 15,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Monroe District 16,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Monroe District 16,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Monroe District 17,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Monroe District 17,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Monroe District 18,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Monroe District 18,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Monroe District 19,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Monroe District 19,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Monroe District 20,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Monroe District 20,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Monroe District 21,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Monroe District 21,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Monroe District 22,2
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Monroe District 22,2
Governor (Vote For 1),- SETH KAPER-DALE,Election,Monroe District 23,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Monroe District 23,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Monroe District 24,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Monroe District 24,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Monroe District 25,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Monroe District 25,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Monroe District 26,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Monroe District 26,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,National Park District 1,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,National Park District 1,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,National Park District 2,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,National Park District 2,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,National Park District 3,2
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,National Park District 3,2
Governor (Vote For 1),- SETH KAPER-DALE,Election,National Park District 4,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,National Park District 4,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Newfield District 1,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Newfield District 1,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Paulsboro District 1,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Paulsboro District 1,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Paulsboro District 2,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Paulsboro District 2,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Paulsboro District 3,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Paulsboro District 3,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Paulsboro District 4,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Paulsboro District 4,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Paulsboro District 5,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Paulsboro District 5,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Pitman District 1,2
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Pitman District 1,2
Governor (Vote For 1),- SETH KAPER-DALE,Election,Pitman District 2,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Pitman District 2,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Pitman District 3,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Pitman District 3,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Pitman District 4,3
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Pitman District 4,3
Governor (Vote For 1),- SETH KAPER-DALE,Election,Pitman District 5,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Pitman District 5,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Pitman District 6,2
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Pitman District 6,2
Governor (Vote For 1),- SETH KAPER-DALE,Election,Pitman District 7,2
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Pitman District 7,2
Governor (Vote For 1),- SETH KAPER-DALE,Election,South Harrison District 1,3
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,South Harrison District 1,3
Governor (Vote For 1),- SETH KAPER-DALE,Election,South Harrison District 2,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,South Harrison District 2,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,South Harrison District 3,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,South Harrison District 3,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Swedesboro District 1,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Swedesboro District 1,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Swedesboro District 2,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Swedesboro District 2,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 1,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 1,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 2,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 2,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 3,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 3,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 4,2
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 4,2
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 5,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 5,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 6,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 6,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 7,3
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 7,3
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 8,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 8,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 9,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 9,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 10,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 10,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 11,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 11,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 12,2
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 12,2
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 13,2
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 13,2
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 14,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 14,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 15,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 15,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 16,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 16,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 17,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 17,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 18,2
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 18,2
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 19,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 19,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 20,2
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 20,2
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 21,2
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 21,2
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 22,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 22,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 23,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 23,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 24,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 24,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 25,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 25,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 26,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 26,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 27,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 27,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 28,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 28,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 29,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 29,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 30,2
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 30,2
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 31,2
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 31,2
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 32,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 32,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 33,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 33,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 34,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 34,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 35,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 35,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 36,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 36,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 37,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 37,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 38,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 38,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington District 39,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington District 39,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Wenonah District 1,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Wenonah District 1,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Wenonah District 2,4
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Wenonah District 2,4
Governor (Vote For 1),- SETH KAPER-DALE,Election,Wenonah District 3,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Wenonah District 3,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,West Deptford District 1,2
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,West Deptford District 1,2
Governor (Vote For 1),- SETH KAPER-DALE,Election,West Deptford District 2,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,West Deptford District 2,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,West Deptford District 3,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,West Deptford District 3,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,West Deptford District 4,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,West Deptford District 4,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,West Deptford District 5,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,West Deptford District 5,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,West Deptford District 6,2
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,West Deptford District 6,2
Governor (Vote For 1),- SETH KAPER-DALE,Election,West Deptford District 7,3
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,West Deptford District 7,3
Governor (Vote For 1),- SETH KAPER-DALE,Election,West Deptford District 8,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,West Deptford District 8,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,West Deptford District 9,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,West Deptford District 9,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,West Deptford District 10,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,West Deptford District 10,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,West Deptford District 11,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,West Deptford District 11,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,West Deptford District 12,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,West Deptford District 12,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,West Deptford District 13,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,West Deptford District 13,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,West Deptford District 14,2
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,West Deptford District 14,2
Governor (Vote For 1),- SETH KAPER-DALE,Election,West Deptford District 15,2
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,West Deptford District 15,2
Governor (Vote For 1),- SETH KAPER-DALE,Election,West Deptford District 16,4
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,West Deptford District 16,4
Governor (Vote For 1),- SETH KAPER-DALE,Election,West Deptford District 17,3
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,West Deptford District 17,3
Governor (Vote For 1),- SETH KAPER-DALE,Election,West Deptford District 18,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,West Deptford District 18,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,West Deptford District 19,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,West Deptford District 19,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Westville District 1,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Westville District 1,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Westville District 2,3
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Westville District 2,3
Governor (Vote For 1),- SETH KAPER-DALE,Election,Westville District 3,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Westville District 3,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Woodbury Ward 1 District 1,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Woodbury Ward 1 District 1,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Woodbury Ward 1 District 2,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Woodbury Ward 1 District 2,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Woodbury Ward 1 District 3,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Woodbury Ward 1 District 3,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Woodbury Ward 2 District 1,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Woodbury Ward 2 District 1,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Woodbury Ward 2 District 2,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Woodbury Ward 2 District 2,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Woodbury Ward 2 District 3,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Woodbury Ward 2 District 3,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Woodbury Ward 2 District 4,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Woodbury Ward 2 District 4,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Woodbury Ward 3 District 1,4
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Woodbury Ward 3 District 1,4
Governor (Vote For 1),- SETH KAPER-DALE,Election,Woodbury Ward 3 District 2,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Woodbury Ward 3 District 2,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Woodbury Ward 3 District 3,2
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Woodbury Ward 3 District 3,2
Governor (Vote For 1),- SETH KAPER-DALE,Election,Woodbury Ward 3 District 4,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Woodbury Ward 3 District 4,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Woodbury Heights 1,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Woodbury Heights 1,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Woodbury Heights 2,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Woodbury Heights 2,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Woodbury Heights 3,2
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Woodbury Heights 3,2
Governor (Vote For 1),- SETH KAPER-DALE,Election,Woodbury Heights 4,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Woodbury Heights 4,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Woolwich District 1,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Woolwich District 1,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Woolwich District 2,2
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Woolwich District 2,2
Governor (Vote For 1),- SETH KAPER-DALE,Election,Woolwich District 3,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Woolwich District 3,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Woolwich District 4,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Woolwich District 4,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Woolwich District 5,2
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Woolwich District 5,2
Governor (Vote For 1),- SETH KAPER-DALE,Election,Woolwich District 6,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Woolwich District 6,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Woolwich District 7,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Woolwich District 7,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Woolwich District 8,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Woolwich District 8,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Clayton Mail-In Ballot,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Clayton Mail-In Ballot,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Clayton Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Clayton Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Deptford Mail-In Ballot,2
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Deptford Mail-In Ballot,2
Governor (Vote For 1),- SETH KAPER-DALE,Election,Deptford Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Deptford Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,East Greenwich Mail-In Ballot,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,East Greenwich Mail-In Ballot,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,East Greenwich Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,East Greenwich Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,East Greenwich Mail-In Ballot (CD 2),0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,East Greenwich Mail-In Ballot (CD 2),0
Governor (Vote For 1),- SETH KAPER-DALE,Election,East Greenwich Provisional (CD 2),0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,East Greenwich Provisional (CD 2),0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Elk Mail-In Ballot,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Elk Mail-In Ballot,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Elk Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Elk Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Franklin Mail-In Ballot,3
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Franklin Mail-In Ballot,3
Governor (Vote For 1),- SETH KAPER-DALE,Election,Franklin Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Franklin Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Glassboro Mail-In Ballot,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Glassboro Mail-In Ballot,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Glassboro Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Glassboro Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Greenwich Mail-In Ballot,4
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Greenwich Mail-In Ballot,4
Governor (Vote For 1),- SETH KAPER-DALE,Election,Greenwich Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Greenwich Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Harrison Mail-In Ballot,2
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Harrison Mail-In Ballot,2
Governor (Vote For 1),- SETH KAPER-DALE,Election,Harrison Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Harrison Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Logan Mail-In Ballot,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Logan Mail-In Ballot,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Logan Provisional,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Logan Provisional,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Mantua Mail-In Ballot,2
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Mantua Mail-In Ballot,2
Governor (Vote For 1),- SETH KAPER-DALE,Election,Mantua Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Mantua Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Monroe Mail-In Ballot,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Monroe Mail-In Ballot,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Monroe Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Monroe Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,National Park Mail-In Ballot,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,National Park Mail-In Ballot,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,National Park Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,National Park Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Newfield Mail-In Ballot,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Newfield Mail-In Ballot,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Newfield Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Newfield Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Paulsboro Mail-In Ballot,2
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Paulsboro Mail-In Ballot,2
Governor (Vote For 1),- SETH KAPER-DALE,Election,Paulsboro Provisional,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Paulsboro Provisional,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Pitman Mail-In Ballot,4
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Pitman Mail-In Ballot,4
Governor (Vote For 1),- SETH KAPER-DALE,Election,Pitman Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Pitman Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,South Harrison Mail-In Ballot,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,South Harrison Mail-In Ballot,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,South Harrison Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,South Harrison Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Swedesboro Mail-In Ballot,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Swedesboro Mail-In Ballot,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Swedesboro Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Swedesboro Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington Mail-In Ballot,6
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington Mail-In Ballot,6
Governor (Vote For 1),- SETH KAPER-DALE,Election,Washington Provisional,1
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Washington Provisional,1
Governor (Vote For 1),- SETH KAPER-DALE,Election,Wenonah Mail-In Ballot,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Wenonah Mail-In Ballot,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Wenonah Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Wenonah Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,West Deptford Mail-In Ballot,8
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,West Deptford Mail-In Ballot,8
Governor (Vote For 1),- SETH KAPER-DALE,Election,West Deptford Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,West Deptford Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Westville Mail-In Ballot,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Westville Mail-In Ballot,0
Governor (Vote For 1),- SETH KAPER-DALE,Election,Westville Provisional,0
Governor (Vote For 1),- SETH KAPER-DALE,Total Votes,Westville Provisional,0
