Race,Candidate,Vote Type,Locality,Votes
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,West Deptford District 14,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,West Deptford District 14,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,West Deptford District 15,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,West Deptford District 15,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,West Deptford District 16,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,West Deptford District 16,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,West Deptford District 17,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,West Deptford District 17,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,West Deptford District 18,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,West Deptford District 18,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,West Deptford District 19,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,West Deptford District 19,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Woodbury Heights 1,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Woodbury Heights 1,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Woodbury Heights 2,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Woodbury Heights 2,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Woodbury Heights 3,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Woodbury Heights 3,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Woodbury Heights 4,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Woodbury Heights 4,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Woolwich District 1,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Woolwich District 1,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Woolwich District 2,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Woolwich District 2,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Woolwich District 3,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Woolwich District 3,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Woolwich District 4,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Woolwich District 4,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Woolwich District 5,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Woolwich District 5,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Woolwich District 6,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Woolwich District 6,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Woolwich District 7,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Woolwich District 7,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Woolwich District 8,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Woolwich District 8,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Clayton Mail-In Ballot,5
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Clayton Mail-In Ballot,5
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Clayton Provisional,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Clayton Provisional,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,East Greenwich Mail-In Ballot,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,East Greenwich Mail-In Ballot,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,East Greenwich Provisional,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,East Greenwich Provisional,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,East Greenwich Mail-In Ballot (CD 2),0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,East Greenwich Mail-In Ballot (CD 2),0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,East Greenwich Provisional (CD 2),0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,East Greenwich Provisional (CD 2),0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Elk Mail-In Ballot,4
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Elk Mail-In Ballot,4
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Elk Provisional,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Elk Provisional,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Franklin Mail-In Ballot,4
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Franklin Mail-In Ballot,4
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Franklin Provisional,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Franklin Provisional,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Glassboro Mail-In Ballot,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Glassboro Mail-In Ballot,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Glassboro Provisional,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Glassboro Provisional,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Greenwich Mail-In Ballot,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Greenwich Mail-In Ballot,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Greenwich Provisional,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Greenwich Provisional,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Logan Mail-In Ballot,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Logan Mail-In Ballot,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Logan Provisional,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Logan Provisional,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,National Park Mail-In Ballot,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,National Park Mail-In Ballot,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,National Park Provisional,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,National Park Provisional,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Newfield Mail-In Ballot,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Newfield Mail-In Ballot,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Newfield Provisional,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Newfield Provisional,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Paulsboro Mail-In Ballot,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Paulsboro Mail-In Ballot,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Paulsboro Provisional,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Paulsboro Provisional,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,South Harrison Mail-In Ballot,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,South Harrison Mail-In Ballot,2
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,South Harrison Provisional,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,South Harrison Provisional,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Swedesboro Mail-In Ballot,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Swedesboro Mail-In Ballot,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Swedesboro Provisional,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Swedesboro Provisional,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,West Deptford Mail-In Ballot,8
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,West Deptford Mail-In Ballot,8
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,West Deptford Provisional,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,West Deptford Provisional,1
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Woodbury Heights Mail-In Ballot,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Woodbury Heights Mail-In Ballot,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Woodbury Heights Provisional,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Woodbury Heights Provisional,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Woolwich Mail-In Ballot,3
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Woolwich Mail-In Ballot,3
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Woolwich Provisional,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Woolwich Provisional,0
State Senate 3rd Legislative District (Vote For 1),Write-In,Election,Total:,112
State Senate 3rd Legislative District (Vote For 1),Write-In,Total Votes,Total:,112
