Race,Candidate,Vote Type,Locality,Votes
State Senate 27th District (Vote For 1),Write-In,Election,South Orange 11,1
State Senate 27th District (Vote For 1),Write-In,Total Votes,South Orange 11,1
State Senate 27th District (Vote For 1),Write-In,Election,South Orange 12,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,South Orange 12,0
State Senate 27th District (Vote For 1),Write-In,Election,South Orange 13,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,South Orange 13,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 1-1,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 1-1,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 1-2,1
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 1-2,1
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 1-3,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 1-3,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 1-4,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 1-4,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 1-6,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 1-6,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 1-7,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 1-7,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 1-8,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 1-8,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 1-9,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 1-9,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 2-1,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 2-1,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 2-2,1
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 2-2,1
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 2-3,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 2-3,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 2-4,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 2-4,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 2-5,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 2-5,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 3-1,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 3-1,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 3-2,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 3-2,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 3-3,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 3-3,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-1,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-1,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-2,2
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-2,2
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-3,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-3,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-4,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-4,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-5,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-5,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-6,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-6,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-7,1
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-7,1
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-8,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-8,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-9,1
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-9,1
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-10,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-10,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-11,1
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-11,1
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-12,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-12,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-13,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-13,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-14,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-14,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-15,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-15,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-16,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-16,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 5-1,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 5-1,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 5-2,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 5-2,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 5-3,1
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 5-3,1
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 5-4,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 5-4,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 5-5,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 5-5,0
State Senate 27th District (Vote For 1),Write-In,Election,Caldwell Mail-In,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Caldwell Mail-In,0
State Senate 27th District (Vote For 1),Write-In,Election,Essex Fells Mail-In,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Essex Fells Mail-In,0
State Senate 27th District (Vote For 1),Write-In,Election,Livingston Mail-In,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Livingston Mail-In,0
State Senate 27th District (Vote For 1),Write-In,Election,Maplewood Mail-In,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Maplewood Mail-In,0
State Senate 27th District (Vote For 1),Write-In,Election,Millburn Mail-In,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Millburn Mail-In,0
State Senate 27th District (Vote For 1),Write-In,Election,Roseland Mail-In,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Roseland Mail-In,0
State Senate 27th District (Vote For 1),Write-In,Election,South Orange Mail-In,1
State Senate 27th District (Vote For 1),Write-In,Total Votes,South Orange Mail-In,1
State Senate 27th District (Vote For 1),Write-In,Election,West Orange Mail-In,1
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange Mail-In,1
State Senate 27th District (Vote For 1),Write-In,Election,Caldwell Provisional,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Caldwell Provisional,0
State Senate 27th District (Vote For 1),Write-In,Election,Essex Fells Provisional,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Essex Fells Provisional,0
State Senate 27th District (Vote For 1),Write-In,Election,Livingston Provisional,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Livingston Provisional,0
State Senate 27th District (Vote For 1),Write-In,Election,Maplewood Provisional,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Maplewood Provisional,0
State Senate 27th District (Vote For 1),Write-In,Election,Millburn Provisional,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Millburn Provisional,0
State Senate 27th District (Vote For 1),Write-In,Election,Roseland Provisional,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Roseland Provisional,0
State Senate 27th District (Vote For 1),Write-In,Election,South Orange Provisional,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,South Orange Provisional,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange Provisional,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange Provisional,0
State Senate 27th District (Vote For 1),Write-In,Election,Total:,21
State Senate 27th District (Vote For 1),Write-In,Total Votes,Total:,21
